DATA, AA, ACAP, AEXP, B, DOCU, ETAT, KLOC, PCAP, PCON, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, CPLX, FLEX, LTEX, PLEX, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.132,5.055,3.345,4.889,3.45,2.783,5.81,154.903,4.447,1.212,2.733,4.996,4.94,3.487,1.993,4.145,4.148,3.0,1.141,3.187,4.551,3.373,2.0,2.081,1.642,1.765,2.652,593.926,24.827,2517.094,1.609
4.781,4.678,4.776,4.311,8.564,2.592,1.533,230.068,4.653,4.847,2.643,4.154,2.231,4.867,2.327,2.588,4.915,3.0,1.811,3.673,1.669,3.153,2.0,2.792,4.316,3.79,3.761,552.551,25.155,6749.652,1.609
3.785,3.858,3.368,2.668,8.288,3.805,1.052,297.737,3.231,3.92,2.165,4.254,4.999,3.892,2.007,4.091,5.396,3.0,3.495,3.796,3.445,3.825,2.0,2.332,3.479,3.598,3.682,1120.915,30.21,6400.152,0.0
4.375,2.466,3.669,3.634,6.984,2.569,3.507,156.635,3.049,2.274,2.961,5.201,2.787,2.61,3.625,2.759,3.896,3.0,5.562,3.423,1.271,3.907,2.0,3.577,1.306,1.614,1.037,664.281,27.669,3697.487,0.268
2.175,5.925,3.33,3.453,5.227,2.973,2.453,19.265,4.688,1.38,2.884,4.331,3.784,4.658,1.719,4.911,3.368,3.0,1.115,3.506,3.42,3.512,2.0,1.78,3.279,1.088,2.069,115.441,15.18,715.981,2.145
3.926,5.907,4.461,4.605,3.756,1.352,1.955,35.697,4.656,2.29,2.65,2.067,4.224,3.913,1.91,3.664,5.805,3.0,4.385,3.85,3.279,3.791,2.0,2.867,4.684,1.265,3.078,107.829,14.808,1099.005,2.145
4.523,4.925,3.0,4.572,9.188,3.381,4.226,340.45,3.911,2.065,2.817,5.02,2.98,4.251,3.511,4.835,2.199,3.0,4.166,3.71,2.03,3.793,2.0,3.612,3.028,1.287,3.381,1882.853,36.704,5784.563,0.268
3.118,1.567,3.538,3.941,8.856,2.043,5.165,74.656,3.756,2.565,2.379,1.99,4.191,2.852,2.823,1.753,3.352,3.0,2.188,3.673,4.952,3.085,2.0,1.363,3.649,3.271,2.199,151.041,16.519,1688.624,0.0
3.974,5.493,3.474,3.349,7.599,1.804,4.542,194.998,3.42,4.944,2.732,2.618,2.148,2.668,1.487,2.386,5.823,3.0,1.791,3.397,3.628,3.377,2.0,3.137,3.635,3.108,2.757,764.631,28.102,6114.992,1.072
4.746,4.283,3.792,3.005,4.812,4.207,4.733,253.617,3.087,1.841,2.079,5.483,1.346,4.188,2.533,1.033,2.919,3.0,5.611,3.541,3.291,3.458,2.0,2.157,3.262,3.94,3.295,1673.281,36.91,2668.286,0.0
2.649,3.244,3.588,4.298,5.442,1.39,1.598,154.731,3.305,4.773,2.067,4.184,1.799,3.953,1.671,1.706,2.468,3.0,1.375,3.241,4.667,3.099,2.0,3.225,4.976,2.9,2.541,524.838,24.427,5496.429,1.072
3.817,5.269,4.974,2.892,8.948,2.344,1.704,389.433,3.789,1.949,2.541,4.277,1.299,2.326,2.711,1.509,3.89,3.0,5.72,3.661,3.727,3.852,2.0,2.0,3.488,3.65,3.512,888.517,29.417,4190.475,0.536
3.576,4.086,3.229,3.772,5.194,2.108,1.336,341.808,4.752,4.644,2.178,3.405,2.403,2.407,2.082,4.421,5.201,3.0,5.685,3.953,3.648,3.584,2.0,2.412,4.595,2.996,1.05,611.194,25.298,4878.378,0.536
3.903,5.28,3.454,4.937,5.952,2.778,5.665,218.93,4.34,4.869,2.415,3.301,3.389,3.743,3.925,1.813,4.006,3.0,2.2,3.716,2.705,3.078,2.0,1.065,2.052,2.681,1.9,636.421,26.853,2826.217,0.536
3.165,5.544,4.41,4.845,5.128,3.515,2.238,32.765,4.653,1.284,2.649,5.57,1.882,2.701,3.66,4.984,2.263,3.0,5.184,3.847,2.751,3.151,2.0,3.082,4.069,3.224,1.216,92.764,14.512,171.518,0.0
4.232,5.156,4.726,2.914,7.949,2.056,5.6,176.122,4.46,4.924,2.388,4.467,4.098,4.205,1.938,1.012,3.064,3.0,1.744,3.243,4.036,3.227,2.0,1.281,3.369,1.365,2.377,636.096,26.005,2922.889,3.217
4.249,5.482,4.152,3.081,8.052,3.45,3.472,28.474,4.954,2.114,2.807,5.525,4.135,4.614,3.711,4.247,2.22,3.0,5.46,3.683,4.445,3.921,2.0,1.573,3.777,1.118,1.044,108.421,14.71,169.924,1.072
4.897,5.912,4.279,3.295,4.887,2.173,5.308,349.41,4.283,4.931,2.374,5.844,2.927,2.581,3.583,4.383,5.862,3.0,4.904,3.986,4.717,3.906,2.0,1.434,1.607,2.455,1.594,947.227,29.691,1072.674,1.072
4.742,5.545,3.324,2.958,4.887,2.98,2.798,90.967,3.904,3.46,2.443,2.982,1.611,3.264,2.059,3.902,4.743,3.0,5.18,3.385,1.912,3.932,2.0,3.786,1.832,2.107,2.885,352.632,22.445,3181.372,0.536
4.869,5.968,3.636,3.931,8.716,4.92,2.25,201.381,4.021,3.975,2.445,1.659,3.813,3.842,3.739,3.366,3.772,3.0,1.957,3.675,1.164,3.554,2.0,2.647,2.929,3.054,2.637,1033.82,30.584,6781.665,0.536
2.184,1.443,3.678,4.062,6.525,2.889,1.938,303.832,4.939,2.889,2.749,3.279,3.88,2.55,2.388,2.778,3.209,3.0,5.651,3.902,1.249,3.505,2.0,1.431,1.303,2.956,3.082,374.551,22.564,4478.201,1.072
4.048,2.862,4.027,4.462,3.604,1.903,3.061,127.7,4.372,4.724,2.85,4.865,2.994,4.148,1.686,4.9,4.641,3.0,5.299,3.369,4.295,3.477,2.0,2.552,2.288,2.727,2.805,193.398,17.901,986.0,2.145
3.237,2.33,4.693,3.697,3.466,1.454,2.961,174.065,4.751,2.963,2.055,2.545,1.49,2.276,2.038,2.726,2.472,3.0,2.979,3.469,2.319,3.185,2.0,1.843,2.828,3.005,2.977,259.839,20.3,7165.937,2.145
3.679,2.299,4.267,4.393,4.512,2.742,1.376,274.838,3.343,1.009,2.774,5.92,1.394,3.677,2.49,2.481,3.972,3.0,1.752,3.395,3.385,3.116,2.0,2.876,3.527,1.269,3.37,1441.831,34.088,11862.051,0.804
3.011,4.005,4.374,4.082,9.659,2.07,2.994,189.846,3.853,1.649,2.917,4.42,1.549,2.715,2.74,2.767,5.408,3.0,1.5,3.547,3.435,3.443,2.0,1.307,1.457,1.522,2.272,727.59,28.557,8029.877,1.34
4.588,2.559,4.051,3.178,9.631,3.918,2.761,333.732,4.634,2.249,2.405,2.571,2.146,3.403,1.862,3.751,5.437,3.0,2.245,3.582,1.532,3.608,2.0,1.898,4.216,1.976,1.685,2053.676,38.254,34910.362,3.485
4.313,1.57,4.998,3.372,6.055,4.059,1.586,325.092,4.046,2.422,2.192,2.87,4.538,3.776,2.762,4.874,3.669,3.0,4.162,3.214,1.909,3.607,2.0,1.735,2.657,2.895,2.728,845.006,28.359,8962.889,2.145
3.02,3.849,4.291,4.676,8.309,3.7,4.913,294.658,3.206,4.071,2.632,3.829,2.831,4.25,2.531,1.488,5.596,3.0,2.88,3.555,3.399,3.859,2.0,3.156,1.973,1.981,2.381,905.044,29.965,8442.333,0.804
3.106,3.598,3.893,4.692,9.969,2.655,4.645,248.071,3.305,3.624,2.27,4.039,2.421,4.68,2.29,1.793,5.703,3.0,3.288,3.372,4.121,3.719,2.0,1.583,2.056,1.781,3.547,580.864,26.166,6083.07,0.268
3.53,5.598,4.394,2.202,7.556,3.637,4.143,233.646,4.451,4.5,2.048,5.467,2.898,2.084,3.616,4.73,3.576,3.0,4.999,3.36,2.189,3.125,2.0,1.027,2.672,3.202,2.497,359.116,22.055,770.869,1.072
2.379,4.1,3.114,2.716,3.655,1.439,3.224,149.27,4.154,1.754,2.037,5.06,3.885,3.216,1.91,4.231,3.227,3.0,1.676,3.413,2.49,3.837,2.0,2.236,3.568,3.092,1.531,521.899,24.271,5816.755,1.877
4.548,2.515,4.202,4.136,5.211,2.885,3.508,277.816,3.747,2.603,2.659,1.327,3.288,4.972,2.624,3.282,3.218,3.0,3.369,3.549,2.352,3.104,2.0,1.46,2.765,3.137,2.189,1302.05,32.948,13113.914,1.072
3.817,2.866,4.122,2.428,3.215,1.72,1.018,76.692,3.465,4.943,2.9,3.535,3.949,2.287,1.877,3.044,5.415,3.0,3.122,3.92,3.615,3.016,2.0,1.096,3.988,3.852,1.911,112.081,15.096,1980.163,2.145
3.207,5.554,3.722,2.61,3.106,2.972,4.885,181.565,3.531,3.466,2.734,2.554,4.347,3.708,1.459,2.038,4.635,3.0,1.481,3.547,3.392,3.319,2.0,1.841,4.018,1.525,3.943,928.105,28.818,6662.104,1.34
2.009,4.531,3.216,3.971,5.839,4.109,4.022,145.32,4.657,1.18,2.683,2.636,1.162,3.607,2.796,1.632,4.744,3.0,5.223,3.166,1.365,3.395,2.0,3.677,1.255,2.918,2.997,680.934,28.443,4170.095,0.536
2.763,2.978,4.908,2.675,3.777,1.381,5.563,99.857,4.019,1.684,2.748,4.598,3.106,4.336,1.951,3.103,2.195,3.0,3.304,3.185,1.566,3.941,2.0,3.823,4.942,1.53,2.904,274.678,20.124,4521.431,2.681
2.779,3.777,3.658,4.812,3.174,1.16,1.96,54.462,3.007,2.183,2.735,4.653,2.477,4.041,1.987,1.158,5.501,3.0,4.611,3.938,1.649,3.607,2.0,2.926,2.359,1.691,1.151,274.303,21.484,3419.543,1.34
4.624,4.997,4.342,3.149,4.457,1.494,4.016,316.174,4.772,4.78,2.73,3.553,1.45,3.243,2.859,3.313,4.752,3.0,5.294,3.465,1.87,3.906,2.0,1.407,3.507,3.119,3.852,378.864,22.501,3503.221,2.145
3.525,4.837,4.114,3.889,6.606,1.142,1.921,293.619,4.554,1.073,2.898,3.918,3.998,4.628,3.713,4.259,4.55,3.0,1.354,3.587,2.275,3.956,2.0,1.011,4.654,3.586,2.963,685.877,25.673,8948.16,1.34
3.633,2.409,3.796,2.313,7.761,4.843,4.247,77.854,3.989,3.544,2.385,1.819,3.501,3.977,2.736,1.37,3.657,3.0,4.961,3.444,4.1,3.529,2.0,3.949,3.127,2.305,2.503,587.574,25.935,2138.087,0.0
4.211,2.107,4.755,4.503,8.231,1.52,5.799,173.007,4.244,1.071,2.949,2.954,1.336,3.823,2.5,2.232,3.25,3.0,3.836,3.397,4.607,3.161,2.0,2.442,1.317,2.553,3.439,429.157,23.788,3966.745,1.072
3.712,4.539,4.593,2.207,4.564,3.565,3.26,164.026,4.624,4.746,2.447,3.514,4.948,4.451,3.768,3.249,4.241,3.0,1.83,3.139,1.724,3.965,2.0,1.346,4.206,3.807,2.749,676.185,26.147,2835.545,2.145
3.439,5.426,3.584,2.683,9.921,2.283,4.101,108.479,3.503,4.536,2.761,5.013,3.273,2.461,1.282,4.97,3.003,3.0,3.147,3.228,2.785,3.482,2.0,3.352,4.01,3.815,2.846,209.724,18.263,1066.926,1.072
3.58,2.978,4.145,3.683,8.7,1.603,3.572,175.959,3.179,4.513,2.02,1.841,3.567,2.973,3.739,2.701,5.414,3.0,2.886,3.353,4.603,3.445,2.0,3.949,4.811,1.247,1.588,864.079,27.754,7167.425,0.268
4.694,4.202,3.059,2.882,6.239,2.101,1.764,90.732,3.818,2.319,2.463,4.362,3.858,2.705,3.891,2.498,3.797,3.0,4.321,3.219,2.267,3.666,2.0,1.634,2.584,2.95,3.377,500.484,24.721,1886.961,0.0
2.33,4.47,4.804,3.139,7.121,2.684,1.034,57.138,3.048,3.864,2.872,2.068,1.075,2.014,3.987,2.018,2.244,3.0,2.801,3.235,1.315,3.598,2.0,2.506,3.361,3.263,2.597,166.192,17.993,2666.144,0.268
2.983,5.376,4.138,4.373,6.041,4.339,4.921,329.612,3.629,1.027,2.582,5.034,1.418,3.801,3.047,2.733,5.918,3.0,1.717,3.067,3.558,3.627,2.0,1.033,2.562,1.821,3.022,2061.02,37.918,7459.544,0.804
2.186,4.521,4.991,2.174,4.515,3.317,5.54,216.974,3.941,4.001,2.914,1.414,1.536,3.445,2.11,1.681,5.532,3.0,2.392,3.944,3.742,3.241,2.0,1.77,4.322,1.794,2.435,1112.187,31.778,8330.857,1.34
2.762,2.441,3.64,4.97,6.288,1.586,2.774,324.605,3.549,3.785,2.822,2.507,2.912,3.257,2.716,2.425,3.325,3.0,4.621,3.702,4.469,3.987,2.0,3.623,2.997,2.495,1.155,984.756,29.377,7734.984,0.0
2.458,1.997,4.421,3.337,9.186,2.47,3.698,229.296,3.227,2.499,2.712,4.078,4.336,2.761,2.516,2.919,4.452,3.0,5.065,3.226,2.637,3.612,2.0,1.486,1.477,3.77,1.57,411.295,23.073,3083.81,1.072
3.021,5.507,3.71,4.941,4.463,3.271,3.25,89.94,3.727,4.922,2.149,5.749,1.07,2.664,2.512,4.168,4.123,3.0,2.48,3.172,2.658,3.641,2.0,3.894,2.244,2.636,1.926,259.136,20.321,1068.535,0.0
2.111,2.339,4.814,2.464,5.139,2.35,4.828,282.878,3.648,4.853,2.013,2.163,2.732,2.682,2.953,3.115,2.399,3.0,5.583,3.631,1.52,3.286,2.0,3.385,2.978,2.549,2.282,545.946,25.646,4919.013,1.072
3.985,4.322,3.183,3.074,9.68,1.409,1.934,139.521,3.134,4.751,2.916,5.541,2.719,2.56,2.357,1.282,3.027,3.0,1.873,3.982,2.537,3.925,2.0,3.105,4.837,3.973,1.612,368.893,22.561,4413.644,0.268
3.952,2.886,3.36,3.795,7.114,4.809,5.08,166.796,4.391,4.224,2.832,2.817,3.096,4.242,1.564,4.613,4.621,3.0,2.182,3.065,1.907,3.146,2.0,2.667,3.623,1.912,2.487,820.293,27.945,6278.043,1.877
3.456,5.102,3.004,3.621,5.646,4.567,5.227,317.616,4.174,1.879,2.253,5.791,2.475,4.579,1.946,3.842,2.615,3.0,4.639,3.496,4.143,3.527,2.0,3.731,3.43,3.825,2.939,1354.377,33.001,2478.869,1.609
4.706,2.91,3.871,4.779,9.513,4.871,4.812,294.079,4.679,1.895,2.372,4.27,2.603,4.241,2.158,3.495,4.409,3.0,2.918,3.444,3.254,3.14,2.0,1.106,4.273,2.431,2.374,581.034,25.327,6851.673,1.072
2.961,3.775,3.403,4.286,4.692,2.469,4.084,66.143,4.502,1.278,2.824,1.753,4.743,4.101,2.67,2.784,3.684,3.0,5.93,3.86,2.934,3.448,2.0,1.985,3.461,3.183,2.095,168.721,17.203,831.349,1.072
3.518,2.106,3.074,4.51,3.098,1.247,2.807,366.823,3.203,1.574,2.933,3.646,4.495,4.253,3.216,2.581,4.169,3.0,5.71,3.063,3.757,3.253,2.0,3.755,1.578,1.169,1.9,1582.072,34.949,8493.001,0.268
4.29,1.005,4.219,2.198,6.947,4.3,4.089,320.011,4.439,1.162,2.132,1.555,1.61,4.459,3.523,2.06,4.97,3.0,3.66,3.83,1.626,3.634,2.0,2.556,2.01,2.649,1.874,2595.983,42.253,38182.828,0.536
3.202,5.642,4.577,3.638,7.748,3.22,3.518,379.686,3.294,3.343,2.514,5.452,3.509,4.503,2.321,4.735,4.374,3.0,1.726,3.202,4.392,3.087,2.0,3.202,3.398,1.625,2.382,1749.782,33.994,5922.64,0.804
2.293,1.882,4.421,2.789,4.13,1.436,5.774,195.275,3.931,3.255,2.163,4.887,3.447,2.624,2.623,4.701,3.246,3.0,3.521,3.623,3.074,3.186,2.0,2.569,1.485,2.32,1.398,485.524,24.127,3126.893,0.536
2.917,2.224,3.2,2.763,8.553,2.354,4.893,22.02,4.147,2.655,2.014,3.573,2.716,4.822,2.603,4.319,2.378,3.0,5.989,3.901,3.742,3.143,2.0,1.067,2.118,2.802,2.759,56.517,12.535,227.01,1.072
2.396,3.762,3.808,2.486,7.03,4.256,2.547,212.622,3.009,1.82,2.975,1.734,1.388,3.678,1.287,1.965,4.53,3.0,5.316,3.218,3.216,3.842,2.0,3.279,1.374,1.309,1.617,1929.094,39.343,13791.276,1.34
3.02,5.961,3.668,2.162,4.848,2.6,4.48,223.928,4.524,3.649,2.172,5.384,2.077,4.527,3.769,2.999,3.23,3.0,4.67,3.505,4.106,3.195,2.0,1.017,4.394,2.586,2.267,736.146,26.927,1538.283,0.536
4.601,2.193,3.551,3.358,6.09,4.459,5.213,99.251,4.22,1.878,2.997,2.826,4.424,3.126,3.802,2.332,5.725,3.0,1.348,3.636,4.393,3.505,2.0,3.564,1.687,2.102,1.915,1180.298,31.684,3961.82,0.0
2.762,2.763,4.205,3.747,9.567,2.268,4.906,376.981,4.273,1.153,2.111,3.269,3.473,2.367,2.57,3.84,4.773,3.0,2.881,3.596,2.452,3.251,2.0,3.249,3.891,1.528,3.093,1074.764,30.516,16504.413,1.072
2.439,2.614,4.195,3.369,5.227,3.689,1.434,197.791,4.712,1.52,2.231,1.677,3.531,4.291,1.792,1.906,2.582,3.0,5.947,3.716,1.302,3.615,2.0,1.698,2.873,2.552,1.375,364.391,22.991,7865.831,3.217
2.482,2.581,4.233,2.534,9.057,2.209,1.984,19.511,3.009,3.863,2.406,5.56,3.253,4.61,3.881,4.557,4.14,3.0,3.12,3.571,3.31,3.219,2.0,2.337,3.471,3.438,2.637,99.3,14.754,333.119,0.0
4.582,2.788,3.657,4.715,5.848,3.709,5.074,310.36,3.422,1.972,2.105,3.509,4.184,3.556,2.919,3.553,2.522,3.0,1.426,3.915,4.306,3.129,2.0,3.738,2.482,2.365,3.457,1459.292,33.205,8494.085,0.0
2.999,5.174,3.329,4.547,8.034,2.769,2.075,250.445,4.044,3.642,2.688,1.115,2.954,4.105,3.893,1.659,4.755,3.0,4.874,3.431,2.886,3.528,2.0,3.184,4.926,1.891,1.367,978.569,29.98,8035.691,0.0
4.797,5.889,4.296,2.141,7.42,1.453,4.267,246.451,3.131,3.567,2.34,1.779,1.918,2.86,2.909,2.779,5.741,3.0,2.453,3.655,1.896,3.879,2.0,2.422,1.268,2.778,1.736,1941.175,39.324,18066.072,1.34
4.126,2.45,3.31,2.474,8.005,4.383,3.298,62.213,3.931,2.793,2.91,1.447,2.312,4.134,1.244,4.934,4.302,3.0,4.644,3.516,4.905,3.71,2.0,2.543,3.971,2.738,2.474,300.941,20.043,1758.193,1.072
4.93,4.606,3.313,2.903,7.674,4.078,1.66,201.494,3.467,1.952,2.605,1.418,4.766,4.172,2.391,3.167,5.144,3.0,1.299,3.054,1.873,3.692,2.0,1.54,2.404,2.865,3.031,1285.568,32.335,16458.675,1.072
2.006,2.079,4.969,4.839,8.239,4.935,2.133,84.794,4.802,4.09,2.217,1.744,1.71,4.112,3.483,3.271,2.883,3.0,3.834,3.583,3.935,3.69,2.0,2.85,3.907,1.908,1.887,200.094,18.382,1869.923,0.0
2.572,5.176,4.081,3.865,5.521,3.279,1.105,114.047,4.083,1.692,2.223,5.383,2.668,4.756,1.244,1.593,2.085,3.0,5.72,3.828,4.882,3.489,2.0,2.734,2.118,2.032,1.707,417.892,23.244,1563.445,2.145
3.368,4.394,3.397,3.094,5.569,4.645,5.664,286.605,4.728,2.827,2.569,1.17,4.513,3.289,2.533,1.358,3.488,3.0,1.746,3.15,3.886,3.777,2.0,1.679,1.065,2.131,1.414,2151.434,39.085,9493.186,1.072
2.915,1.55,3.117,3.748,6.033,1.667,5.438,179.634,3.702,1.352,2.81,1.47,1.624,3.535,1.047,3.343,2.869,3.0,2.548,3.792,3.474,3.553,2.0,3.099,2.134,2.909,2.564,872.343,28.896,13715.838,1.072
4.464,3.45,3.793,4.51,3.226,2.425,4.22,103.815,4.548,4.106,2.195,3.767,3.738,2.782,1.302,4.066,2.007,3.0,5.946,3.539,4.154,3.388,2.0,3.116,1.788,2.728,3.588,94.647,14.453,512.046,1.609
3.993,4.312,3.363,2.658,7.9,4.468,3.881,239.808,4.126,2.152,2.769,4.649,2.478,2.194,1.358,1.086,5.621,3.0,3.953,3.007,1.557,3.526,2.0,1.103,4.31,1.614,2.679,653.055,27.09,7563.479,2.681
3.399,3.222,4.753,2.954,5.399,2.803,2.847,142.019,3.145,1.671,2.677,1.338,1.157,3.472,1.692,1.501,2.528,3.0,4.627,3.732,4.024,3.198,2.0,3.108,4.236,3.649,1.475,453.928,23.78,6629.18,1.609
3.663,3.073,3.661,3.265,8.405,1.532,5.085,101.035,4.031,4.297,2.228,3.508,1.307,4.318,1.791,1.59,3.595,3.0,4.74,3.965,1.534,3.984,2.0,2.122,2.194,2.3,3.497,318.182,22.178,4063.987,1.609
4.229,3.708,4.244,4.313,7.452,1.32,4.045,385.635,3.731,3.619,2.435,4.962,3.976,2.63,1.192,2.441,5.689,3.0,1.187,3.091,4.091,3.451,2.0,3.35,4.678,1.888,2.155,1444.422,32.113,11892.214,1.877
3.915,2.281,4.941,2.288,6.289,3.211,2.215,332.128,4.721,4.415,2.219,5.782,2.587,3.797,2.077,4.057,2.658,3.0,1.846,3.831,3.994,3.781,2.0,1.7,4.748,1.163,3.639,1031.844,29.164,6765.482,2.145
2.895,1.305,3.714,4.989,8.12,1.19,5.198,187.898,3.746,4.769,2.701,4.517,4.075,2.779,2.004,2.535,3.285,3.0,5.318,3.182,1.507,3.902,2.0,2.722,2.29,2.913,2.777,211.798,19.032,1728.462,0.0
2.151,4.853,4.157,4.502,3.566,3.934,2.287,232.53,4.287,2.362,2.882,2.283,1.137,2.573,2.202,3.096,3.815,3.0,5.284,3.36,2.239,3.672,2.0,2.127,4.335,1.321,3.97,300.544,20.763,4078.536,1.072
3.968,2.48,4.493,4.341,7.633,3.185,5.904,149.072,3.913,3.701,2.3,4.14,2.573,4.396,2.245,3.398,3.631,3.0,4.829,3.997,4.813,3.71,2.0,2.651,1.467,2.64,1.951,480.637,24.497,1621.843,0.536
2.808,1.326,4.253,4.498,9.5,3.196,3.319,264.844,3.706,4.733,2.661,3.585,3.66,2.721,3.27,1.582,2.376,3.0,4.139,3.473,4.63,3.263,2.0,2.584,2.94,1.512,1.783,614.065,25.711,3187.75,0.268
4.085,1.518,3.026,4.69,8.218,3.068,2.731,31.154,4.191,3.279,2.646,1.514,3.596,3.659,2.721,3.92,3.803,3.0,2.733,3.369,4.155,3.718,2.0,2.468,1.826,1.18,2.885,136.364,16.407,1395.643,0.536
4.751,1.004,4.135,3.604,5.202,3.227,3.36,390.242,4.836,3.269,2.905,1.885,2.94,2.214,3.992,3.687,2.556,3.0,4.279,3.335,2.127,3.04,2.0,1.161,4.891,3.649,1.472,685.161,26.606,6731.649,1.072
2.238,1.483,3.017,2.745,4.212,3.729,5.472,52.132,3.306,3.908,2.585,1.15,2.026,2.509,2.25,3.148,4.249,3.0,5.396,3.88,3.087,3.6,2.0,3.373,4.316,1.888,3.837,165.91,17.482,1189.742,0.268
3.712,3.99,4.909,2.18,5.801,2.0,3.578,251.073,3.649,2.376,2.524,1.547,1.668,4.47,2.247,4.661,3.82,3.0,1.267,3.923,1.882,3.529,2.0,1.737,2.099,2.438,2.148,1548.695,35.123,28854.052,2.145
4.89,1.683,3.862,4.967,5.675,2.296,1.689,32.68,4.725,3.632,2.229,3.292,3.687,2.686,2.448,1.403,2.814,3.0,4.42,3.032,3.609,3.431,2.0,3.416,2.601,2.962,2.742,89.305,14.62,645.562,0.536
3.228,3.104,4.843,2.574,4.614,3.12,4.692,267.765,3.036,3.725,2.07,3.593,3.081,2.072,2.241,3.496,2.043,3.0,3.708,3.618,1.303,3.892,2.0,3.387,4.459,2.688,2.488,889.869,29.118,7260.304,1.072
2.919,1.559,3.452,3.557,4.099,3.258,3.351,26.915,3.733,1.22,2.157,2.593,2.321,3.101,1.088,1.903,3.218,3.0,4.729,3.475,4.666,3.521,2.0,1.247,2.441,2.971,1.552,103.115,15.31,847.05,1.072
3.057,1.103,4.706,3.156,7.785,4.809,1.362,281.028,3.153,1.359,2.187,4.321,1.83,2.079,3.539,4.886,4.255,3.0,3.416,3.868,3.546,3.799,2.0,1.374,3.094,2.193,3.514,1428.277,33.657,6966.664,0.536
4.09,3.515,4.003,2.346,6.873,1.763,3.423,340.702,3.387,2.57,2.578,5.57,3.534,4.711,3.053,4.879,5.704,3.0,2.421,3.589,4.277,3.535,2.0,3.179,4.012,1.927,2.089,2999.945,39.635,10547.298,0.268
3.007,5.097,3.425,2.625,5.209,2.906,4.116,187.123,3.602,1.526,2.365,2.785,4.73,2.522,2.23,3.597,2.225,3.0,3.448,3.877,2.006,3.329,2.0,3.452,2.38,1.865,1.254,1051.902,30.589,7750.489,0.268
4.706,4.236,4.429,2.56,4.859,3.787,1.865,293.833,3.587,4.034,2.299,3.067,1.556,3.044,3.132,1.789,3.202,3.0,1.567,3.715,2.099,3.634,2.0,1.278,2.902,3.988,2.144,1415.72,34.784,15106.079,0.804
3.763,2.187,3.398,4.132,3.96,3.214,3.853,132.831,3.594,3.373,2.906,5.06,4.52,3.31,1.707,3.547,5.824,3.0,3.17,3.847,4.306,3.872,2.0,2.304,1.265,3.928,2.416,519.411,24.244,1700.979,1.072
4.692,3.683,4.966,3.729,8.588,4.597,2.481,135.235,4.446,4.067,2.939,3.55,2.779,3.781,2.72,1.031,2.014,3.0,1.05,3.687,3.478,3.57,2.0,1.75,2.778,1.04,2.962,616.078,26.252,4521.396,2.145
4.02,5.099,4.315,3.922,7.502,2.62,1.602,319.337,4.722,1.952,2.034,2.241,4.68,2.604,3.985,2.619,4.719,3.0,3.093,3.166,3.994,3.587,2.0,3.651,4.317,3.585,2.026,796.25,27.187,6356.927,0.0
3.762,2.318,3.473,2.829,3.903,1.895,1.182,106.326,3.725,2.918,2.502,5.996,3.823,3.3,2.376,3.274,4.352,3.0,5.313,3.241,2.562,3.506,2.0,2.924,2.849,2.808,2.766,265.006,19.941,1869.665,0.0
3.673,3.413,3.602,4.483,9.319,4.309,1.803,69.846,4.171,4.462,2.448,3.473,3.386,3.828,3.883,3.351,4.811,3.0,5.831,3.661,3.556,3.598,2.0,2.57,4.417,3.133,2.749,170.651,17.241,536.575,0.0
2.746,3.827,4.674,2.304,8.374,3.569,4.946,301.429,3.648,3.83,2.514,4.439,1.929,4.19,2.532,4.343,2.243,3.0,3.056,3.768,1.298,3.325,2.0,1.048,3.275,3.838,2.131,738.188,28.053,5028.421,1.609
2.909,4.981,4.705,2.883,4.852,1.113,1.072,324.777,3.5,1.388,2.617,2.787,3.796,2.072,1.975,2.903,5.889,3.0,5.687,3.581,3.964,3.47,2.0,2.326,3.032,1.867,1.226,1364.834,32.928,7283.216,1.877
2.831,3.275,4.026,3.562,8.282,1.827,3.893,281.397,3.407,4.466,2.837,5.7,3.888,4.392,3.332,3.022,3.232,3.0,1.674,3.018,2.2,3.033,2.0,1.447,3.61,3.627,1.179,951.524,29.37,3852.733,0.804
3.965,5.721,4.057,2.704,5.485,4.172,3.636,171.395,4.268,1.146,2.278,1.924,1.419,4.62,2.404,1.158,4.019,3.0,4.203,3.052,4.815,3.758,2.0,2.451,3.145,3.704,3.569,845.217,29.345,3906.617,1.072
2.142,3.494,3.502,2.551,7.961,1.956,2.314,52.137,3.792,4.594,2.569,5.791,2.536,4.726,3.682,3.678,5.858,3.0,5.739,3.189,4.016,3.289,2.0,2.608,2.042,3.838,3.993,175.131,17.722,338.442,0.0
4.281,2.637,4.397,2.206,4.607,1.5,5.799,90.072,3.28,3.961,2.779,1.998,4.655,3.856,1.641,2.574,5.763,3.0,2.35,3.243,1.214,3.732,2.0,2.834,2.103,1.022,2.954,480.04,24.578,7623.495,2.681
3.172,5.578,4.893,4.717,7.124,1.825,1.316,281.127,3.159,2.544,2.077,5.739,1.731,2.07,2.021,1.116,3.896,3.0,4.806,3.05,2.249,3.931,2.0,3.04,3.476,3.35,3.189,492.721,25.183,3249.976,0.536
