 AA, CPLX, DOCU, FLEX, KLOC, PR, RUSE, EFFORT-, MONTHS-, DEFECTS-, RISKS-
1.914,1.746,2.487,2.209,184.084,4.418,5.803,1402.509,34.728,18735.448,3.217
4.282,2.892,4.789,3.56,77.462,2.187,4.608,345.194,22.202,1111.36,0.804
3.471,1.64,1.024,2.886,285.542,1.602,4.689,518.098,24.616,6189.035,0.0
5.103,2.923,1.85,2.179,157.733,4.438,4.287,540.494,25.976,2296.822,0.0
3.528,2.832,1.181,2.295,81.113,1.454,3.015,113.381,15.588,1202.221,1.072
2.793,1.515,3.719,3.376,226.077,2.187,4.822,731.366,27.9,6591.31,2.145
4.961,2.925,1.417,3.16,254.961,2.792,2.13,635.491,26.812,5640.048,0.268
4.391,2.957,3.137,4.09,223.043,3.523,2.52,833.435,27.815,3187.825,1.072
3.395,3.787,2.877,3.109,336.957,4.082,4.829,1546.513,34.318,24252.589,1.877
4.207,3.943,3.971,4.079,16.268,4.121,5.91,112.619,15.235,190.216,0.0
1.574,1.089,4.766,4.538,377.787,4.373,3.253,1076.545,31.01,2788.298,1.072
4.594,1.663,2.444,3.23,49.197,2.842,2.041,317.425,21.431,1958.881,1.34
4.352,1.373,3.956,4.025,191.481,4.352,4.234,434.125,22.727,1967.256,2.145
5.814,1.383,2.474,4.513,92.78,2.449,4.085,224.845,18.799,573.979,1.34
3.826,1.517,3.733,3.301,127.028,3.051,4.464,579.16,25.264,1520.873,0.804
4.753,2.32,3.819,3.428,303.285,4.531,4.327,894.155,28.41,1738.975,2.145
2.273,2.413,4.891,2.605,97.735,5.975,2.371,383.693,23.219,919.366,1.072
1.566,1.02,3.48,2.489,12.18,2.839,4.268,45.565,11.912,690.696,2.681
1.229,1.826,4.121,4.055,376.778,1.917,5.664,1215.953,31.192,12247.262,3.217
2.236,2.013,2.747,1.78,31.339,5.537,2.098,65.757,13.273,294.407,1.34
1.105,1.703,3.287,2.635,276.461,3.998,4.028,763.203,26.41,1468.158,2.145
2.712,2.017,1.306,1.09,17.646,4.027,4.526,71.343,13.426,145.089,0.0
1.983,3.359,2.79,1.652,236.716,3.191,5.977,1284.962,33.826,9607.51,1.072
4.431,3.209,1.914,4.589,185.276,5.066,3.076,447.985,22.894,1204.616,0.0
1.955,1.305,1.704,2.379,177.888,1.28,2.526,430.04,23.022,2315.026,0.0
4.583,3.297,4.1,4.067,158.076,5.832,5.857,509.734,24.001,604.259,0.268
2.086,2.271,2.726,2.63,178.48,3.809,4.923,576.014,26.433,2366.127,0.0
2.15,1.934,4.527,4.078,203.48,3.641,5.678,680.143,26.899,6610.724,2.145
2.584,3.783,4.18,4.817,149.839,4.671,3.197,674.35,26.314,3796.565,2.681
2.091,2.114,2.441,1.124,222.293,1.605,3.56,946.958,28.738,4790.731,0.268
3.056,1.746,1.003,4.823,135.631,5.335,5.751,459.585,23.041,2931.83,0.536
5.431,2.524,3.243,2.974,378.415,3.393,5.494,2555.1,41.713,12383.393,0.0
3.813,3.516,2.767,3.25,248.383,4.616,3.752,447.842,24.128,3130.357,0.536
2.903,2.602,3.225,2.189,311.779,5.396,4.703,739.53,27.53,3509.241,1.609
3.897,3.388,4.512,1.426,137.988,2.997,4.986,1139.539,31.998,4034.449,1.072
1.191,3.11,3.265,1.157,15.442,4.31,3.395,25.371,10.092,216.149,1.072
1.907,3.004,4.278,2.743,301.674,1.571,2.686,2135.653,39.876,9632.911,0.0
5.346,2.12,1.896,4.255,123.654,3.484,3.726,144.009,16.701,2054.371,1.609
4.826,1.424,4.897,4.317,134.438,1.321,3.469,310.291,20.868,1543.726,1.072
3.621,3.686,1.975,1.111,49.941,1.238,5.855,140.76,17.026,1485.205,2.145
3.532,1.093,2.537,4.507,355.115,2.522,3.773,1007.562,29.421,6400.015,1.072
4.263,3.89,4.102,4.279,150.408,4.803,5.051,376.272,21.934,206.286,0.0
4.844,2.608,1.279,4.27,116.107,2.125,2.081,324.197,21.554,4106.426,1.072
1.8,2.96,3.068,3.365,177.421,1.132,2.899,385.886,22.171,3060.656,0.0
3.159,1.991,4.958,2.065,161.37,5.038,3.597,1190.626,33.356,1479.338,0.536
4.667,3.847,4.423,1.01,50.875,3.982,5.829,388.518,24.235,1556.605,1.609
4.783,2.92,2.676,2.358,145.961,3.789,2.86,340.083,21.844,1156.16,1.609
2.889,3.028,4.144,2.693,322.639,5.014,3.215,1844.595,36.659,8077.87,1.877
2.952,1.467,3.963,3.153,112.736,3.491,2.636,192.477,18.374,846.332,1.072
5.641,1.028,3.339,2.021,96.69,2.439,4.031,401.094,22.627,1495.334,1.072
1.363,1.614,4.006,3.368,344.672,3.306,3.899,987.088,29.673,4688.154,2.145
4.274,2.849,2.569,4.312,136.359,1.97,3.751,332.373,21.597,3272.422,2.145
3.663,3.476,3.703,2.616,187.982,5.119,3.667,594.533,26.156,7723.727,1.34
5.046,1.478,4.784,2.775,374.155,4.292,2.564,1221.687,32.753,2233.051,0.0
5.31,1.343,2.58,1.638,146.337,3.214,4.729,1061.69,31.599,8256.753,1.072
2.423,3.715,1.325,4.08,312.201,5.778,2.223,955.24,29.261,4188.62,0.0
5.012,3.871,4.682,1.22,231.232,2.092,4.059,1026.445,31.25,2410.247,0.0
3.939,1.948,1.992,4.806,352.628,5.055,2.095,262.606,19.427,1163.331,2.145
5.002,2.812,2.504,3.59,231.276,3.15,2.561,1032.546,30.646,3013.822,0.0
4.151,3.088,3.397,3.363,327.855,1.355,5.612,2167.642,39.481,32596.935,2.145
3.414,2.149,2.702,1.463,211.207,2.164,5.987,648.866,27.483,4101.109,2.145
5.832,1.344,4.214,4.394,84.134,1.324,4.196,370.1,21.664,738.436,1.34
3.325,3.282,4.135,2.072,236.782,3.052,5.885,664.136,26.276,1219.586,0.0
1.835,3.923,3.785,1.739,97.756,5.47,3.707,471.716,23.936,1427.817,1.609
5.892,3.098,3.428,4.14,15.074,1.961,3.737,64.508,12.97,86.548,0.536
1.652,3.075,2.018,2.78,365.018,4.728,3.349,2015.515,36.456,17003.937,0.536
1.944,1.81,2.493,1.626,237.905,4.725,2.086,382.115,23.624,6406.039,3.217
1.411,2.161,3.838,4.015,367.959,3.285,4.159,1263.815,32.563,28310.736,1.072
2.415,3.848,4.642,3.701,315.732,4.837,4.097,714.857,27.768,2503.466,1.609
2.865,1.065,2.072,4.737,296.519,3.746,3.474,463.288,23.006,3420.005,0.536
1.58,1.061,3.445,2.385,350.036,1.791,4.812,1269.432,33.353,24191.016,0.268
5.012,1.903,2.286,1.371,309.003,2.333,2.482,647.07,26.255,3042.359,1.072
5.511,3.957,3.86,1.028,219.921,2.224,4.753,1167.177,32.645,4251.297,2.145
3.147,2.75,4.539,3.403,109.542,5.276,4.081,626.532,26.621,2888.099,1.609
4.915,1.319,2.327,2.603,91.032,3.673,5.159,307.854,20.761,542.87,0.804
4.225,3.39,4.447,1.743,389.735,2.626,3.227,1462.311,34.685,4106.939,2.413
2.959,1.011,4.304,3.423,57.835,3.568,5.766,341.427,21.595,1046.771,2.145
4.674,2.883,4.272,2.972,219.928,3.342,4.554,373.54,22.473,2431.664,1.609
5.69,3.664,4.637,1.823,334.877,5.684,5.945,1305.98,32.483,2053.356,0.0
5.073,2.16,2.656,4.151,229.559,5.848,2.081,849.209,28.437,2372.819,0.536
3.405,1.311,3.078,1.412,208.673,2.853,5.642,813.261,28.435,2559.373,2.413
1.842,2.901,3.565,3.508,264.648,2.928,2.047,355.038,21.324,1610.818,1.609
5.446,1.971,4.455,1.97,299.875,4.101,5.795,1791.908,36.095,4877.676,2.413
5.636,3.995,1.392,1.184,293.482,1.91,4.679,563.083,25.032,1687.912,1.072
5.656,3.688,2.678,1.578,200.823,1.724,3.118,891.262,30.447,3667.553,2.413
3.795,1.929,1.554,2.783,122.606,4.938,5.979,267.078,20.443,1531.614,0.536
4.443,2.72,4.694,4.448,59.566,5.897,4.244,240.292,19.282,390.88,2.145
5.657,3.077,4.207,4.06,204.645,5.242,3.08,764.039,27.373,626.126,0.0
3.433,1.579,1.082,3.328,263.04,2.842,4.113,686.729,28.18,11401.921,1.072
5.447,3.773,2.061,3.623,47.436,1.592,5.213,366.062,22.027,1384.375,0.536
5.933,1.408,3.707,3.221,350.673,2.539,3.137,1402.792,33.773,8160.452,1.609
3.631,2.102,2.419,4.81,124.89,1.043,3.451,258.381,19.051,1808.046,0.0
4.04,1.08,3.18,3.796,324.975,5.25,3.696,582.198,24.35,979.466,1.072
1.895,3.416,2.367,3.092,20.31,1.97,4.093,45.575,11.617,128.528,0.0
5.239,2.772,1.592,3.003,31.057,1.076,2.306,100.817,15.192,313.663,0.0
5.441,2.374,1.032,1.086,121.062,3.142,4.034,340.221,22.982,2007.123,0.0
2.386,2.179,3.395,2.008,197.355,4.545,3.847,498.924,24.56,1951.543,1.609
1.581,1.085,3.091,1.387,71.636,1.956,3.31,267.394,20.563,2398.002,2.145
2.245,2.859,1.274,2.178,177.133,1.296,3.776,328.625,22.48,9641.059,1.877
2.12,3.594,1.109,4.971,229.958,4.321,4.531,466.833,23.457,7734.59,1.072
2.609,2.46,4.999,2.054,106.189,1.806,4.533,1116.038,31.812,2288.599,0.0
4.142,1.704,1.69,1.922,181.282,1.827,4.972,396.211,22.649,7050.498,2.413
3.702,2.251,3.039,3.668,169.204,3.137,4.426,846.983,29.198,4043.876,1.609
5.627,2.269,1.6,1.837,66.815,5.772,5.992,460.833,23.843,1228.055,1.34
5.321,1.44,1.472,3.697,213.428,1.331,3.388,589.588,25.048,6556.144,2.145
4.855,2.72,2.566,4.633,263.905,5.129,2.638,942.226,29.252,3177.246,0.268
3.121,3.624,1.285,2.702,355.116,5.633,3.785,808.119,27.571,4778.673,0.536
5.434,3.836,1.885,4.7,243.366,4.371,3.934,325.617,20.661,870.2,0.536
3.155,2.616,4.907,1.192,141.185,3.726,2.058,568.131,25.704,2743.155,2.413
1.929,3.481,1.991,3.378,183.634,5.756,4.019,1224.68,32.362,8555.814,0.0
5.927,1.29,4.616,1.908,291.644,3.21,5.565,1359.212,32.696,1042.986,2.145
5.937,1.655,1.798,3.976,175.875,5.453,2.951,297.833,20.562,1126.624,0.536
5.258,2.344,4.308,2.011,165.12,4.243,4.036,834.701,30.044,1540.789,0.0
3.764,3.45,3.752,1.0,128.187,5.1,4.038,660.487,27.398,1179.941,0.0
1.674,2.757,1.33,3.923,17.469,2.795,4.911,40.796,11.168,686.039,1.877
2.916,2.937,4.798,2.218,215.519,1.962,4.668,985.902,30.464,5957.63,1.877
3.303,3.177,1.454,1.888,187.409,2.033,4.735,511.164,25.149,13301.092,0.0
1.967,2.52,3.03,4.727,318.222,4.044,5.193,1735.65,35.693,8789.567,0.0
1.873,2.902,1.029,3.583,104.927,4.765,3.824,314.212,21.098,4583.248,1.072
2.78,2.551,3.202,1.377,262.05,1.811,5.64,686.587,26.653,3217.61,0.536
2.373,3.432,1.884,4.956,345.78,5.848,3.181,840.393,28.329,5644.489,1.609
2.658,3.841,4.295,1.971,283.425,4.764,5.203,1719.187,35.366,6024.536,1.877
3.514,2.735,4.211,4.187,141.366,4.786,3.534,323.451,21.207,729.203,1.072
5.656,2.464,3.285,2.64,164.037,4.846,5.565,529.78,25.111,2042.543,1.609
4.415,3.749,4.993,1.805,361.655,2.296,3.714,1729.116,37.317,6590.301,1.072
2.65,2.765,4.619,3.172,218.986,5.551,4.325,1113.348,31.924,2785.029,1.34
3.147,1.237,2.472,2.22,196.527,2.738,2.636,257.287,19.962,2508.812,2.145
3.186,3.321,1.068,2.44,48.465,4.0,5.751,314.524,21.983,4384.44,0.804
2.228,2.877,4.942,2.065,220.459,4.811,3.778,3344.786,47.242,8269.646,0.0
4.6,2.211,1.056,3.533,327.802,3.901,3.987,646.277,26.065,5488.434,1.877
3.493,2.149,2.518,2.212,16.477,4.738,4.569,45.232,11.727,155.61,1.072
2.461,1.114,2.548,1.96,68.86,3.148,3.564,142.045,16.614,953.139,0.268
4.844,2.827,2.893,4.366,269.609,3.741,4.491,1184.001,31.233,5994.736,1.072
2.519,3.038,1.074,4.769,140.796,1.19,3.036,482.936,23.337,4178.781,0.0
5.416,1.005,2.83,1.33,169.893,3.111,3.956,607.626,26.257,1772.567,1.072
3.332,3.435,4.507,2.169,360.015,5.215,2.856,2539.369,39.732,3771.419,0.0
2.17,2.263,3.017,3.468,70.932,1.721,3.702,154.394,16.679,1435.311,0.804
5.163,1.035,2.195,1.761,42.891,4.848,4.959,176.387,17.324,475.697,2.145
5.214,2.123,3.114,4.566,302.426,3.134,2.325,422.871,22.806,2042.513,1.072
1.141,1.444,4.312,1.514,166.757,3.734,5.574,575.664,25.977,7916.777,3.217
4.613,2.252,2.326,4.959,128.434,5.378,5.406,799.49,28.409,2964.697,1.34
1.788,3.475,1.656,3.562,175.582,2.686,4.453,855.665,28.366,8610.49,0.536
2.844,3.51,1.855,4.025,117.662,5.512,3.547,391.505,23.429,5911.874,1.072
5.459,1.869,1.588,1.73,270.711,5.948,5.219,790.139,28.975,2052.935,1.072
2.091,2.376,3.709,1.904,382.912,1.931,5.121,1736.3,37.37,13116.231,1.34
1.29,3.039,2.565,2.552,135.089,1.235,2.421,359.159,21.708,2934.66,0.536
1.794,3.818,4.726,3.005,345.682,3.809,2.142,1280.134,33.675,11268.656,1.609
1.805,1.727,4.448,4.342,371.927,2.118,5.248,807.069,27.608,5307.855,2.145
1.26,3.896,2.823,3.48,303.155,2.287,3.241,1815.57,37.086,16781.794,0.0
4.229,2.927,3.739,2.032,81.542,5.869,3.203,311.212,21.517,777.523,1.072
5.028,3.745,4.236,4.919,126.927,2.34,2.573,285.952,19.653,678.232,1.609
4.232,2.807,1.748,1.778,331.505,4.373,4.23,493.631,24.71,3391.982,1.072
1.023,3.461,3.364,2.599,91.265,2.713,5.098,361.031,21.958,4318.666,1.072
2.5,3.492,1.512,2.493,365.035,1.629,5.724,655.868,25.951,4694.627,0.0
4.704,2.805,1.494,1.828,147.071,4.114,2.402,682.553,27.009,2579.237,0.0
3.85,1.58,1.766,1.437,173.516,3.552,4.619,420.285,23.598,3367.447,0.536
3.235,2.874,2.924,1.595,208.215,3.356,2.251,1049.399,30.493,6407.052,1.877
2.304,2.394,2.113,2.323,105.272,1.202,4.288,462.819,23.663,7532.899,1.072
4.737,1.849,3.778,4.063,91.152,5.834,4.139,315.508,21.467,564.327,3.217
5.45,1.004,3.838,4.093,57.024,1.363,2.106,147.342,16.384,560.794,0.268
3.24,1.466,4.316,4.358,59.339,1.327,5.303,261.881,19.613,1285.268,2.145
5.133,2.987,1.672,2.132,200.932,5.927,5.063,688.224,26.999,1485.057,1.34
1.251,1.497,1.902,2.503,16.079,3.954,2.787,48.98,12.083,329.497,1.609
3.943,1.247,2.697,4.404,104.284,5.189,4.859,244.701,18.859,426.397,2.145
1.574,2.873,3.097,1.877,19.838,4.711,3.005,91.8,14.348,321.659,1.609
4.776,1.292,1.952,1.196,223.818,3.315,2.244,501.11,25.667,4681.297,0.536
4.612,3.935,1.031,3.55,352.771,2.621,2.329,403.264,21.713,932.058,0.0
1.065,3.062,1.818,4.489,241.642,5.434,2.359,437.716,23.073,5050.513,2.681
5.032,2.225,1.047,2.226,240.186,3.319,3.898,814.759,28.042,8258.743,0.268
3.496,1.71,4.116,4.107,362.594,5.903,3.716,697.883,26.757,2668.887,1.072
5.846,2.012,1.295,2.41,382.757,2.106,4.63,1239.584,32.562,9709.748,0.268
1.945,1.051,2.981,3.025,175.677,1.549,5.395,696.518,26.853,6167.432,1.072
1.201,1.509,1.94,1.839,296.705,1.35,2.347,847.805,28.441,5703.013,1.072
3.997,2.351,4.4,2.508,55.994,3.424,5.055,535.052,25.237,1358.347,0.268
5.732,3.01,3.605,3.581,243.488,4.395,2.496,359.511,21.354,278.372,0.0
2.509,1.732,1.623,4.385,212.311,1.912,2.609,576.782,24.247,2624.228,0.0
5.941,2.137,3.26,2.669,248.604,2.802,3.191,971.772,30.474,5246.97,1.609
2.345,2.594,1.691,3.482,211.576,3.631,4.763,417.713,22.899,7633.639,1.609
5.908,2.292,2.115,3.074,265.72,2.508,4.207,541.467,24.335,2671.578,1.072
5.715,2.71,1.176,4.764,341.539,2.907,2.832,1658.936,33.438,4758.483,0.0
1.118,2.252,3.888,1.724,27.296,2.794,4.49,243.399,20.512,3206.842,1.072
2.518,1.225,2.223,3.31,50.779,1.353,4.824,158.09,17.194,2440.006,3.217
3.686,3.808,3.792,1.057,209.014,5.534,2.733,865.815,29.441,2441.718,1.34
2.782,1.706,1.037,3.401,323.965,2.167,5.108,1236.374,31.26,26480.33,1.34
2.76,1.514,2.371,3.814,142.16,2.123,2.92,361.527,22.54,3199.674,0.536
4.53,1.103,4.526,2.708,100.095,5.193,2.093,138.054,16.647,337.763,3.217
4.835,2.657,1.101,1.915,27.461,3.858,4.974,127.361,16.655,444.985,0.0
5.294,1.926,4.588,1.429,29.461,1.325,3.321,73.248,13.881,442.334,0.804
5.246,1.451,2.143,3.713,285.508,2.314,2.91,476.354,23.65,3186.906,1.609
1.799,1.587,1.332,1.906,253.511,4.448,2.946,776.567,28.155,5308.254,0.268
2.129,3.973,3.39,4.062,245.601,3.973,3.833,774.585,27.341,3200.132,0.536
5.898,2.977,1.829,2.276,351.031,1.09,5.276,1089.441,31.389,7377.711,1.34
1.101,1.403,3.012,3.457,75.405,5.942,3.838,173.435,17.268,931.192,1.072
3.393,2.016,3.661,2.896,362.109,2.755,3.95,2527.842,42.132,23346.574,2.145
4.778,2.348,4.933,1.918,97.642,2.168,3.252,559.629,25.26,842.183,2.145
2.562,1.051,2.141,4.224,193.487,1.55,5.935,986.311,28.874,7514.511,0.536
4.537,3.775,3.673,2.816,286.978,1.491,4.069,916.479,29.234,3382.646,2.145
5.863,2.665,2.961,3.024,21.921,5.034,5.334,213.226,18.632,539.342,2.681
1.265,1.837,2.447,2.852,278.93,2.832,2.592,403.832,23.229,1774.204,1.072
4.054,2.639,2.37,1.96,123.594,1.977,4.588,536.636,26.137,6434.142,0.0
5.582,3.425,2.811,3.21,152.375,4.169,2.866,415.608,22.726,1757.627,1.609
3.85,1.527,2.203,2.431,88.819,2.518,2.804,174.113,18.308,934.653,0.268
2.365,3.345,2.2,2.253,224.832,5.098,3.098,1056.681,30.889,7258.34,0.804
4.238,3.816,4.365,1.841,336.488,4.171,5.125,1815.025,35.53,3456.052,0.0
1.998,1.311,2.835,2.586,60.654,1.249,3.09,136.684,16.476,1487.257,1.072
5.91,3.918,1.992,3.33,46.893,2.959,4.535,191.348,18.516,515.139,0.0
2.634,2.76,3.734,3.151,279.998,5.761,4.052,1118.17,30.151,2056.402,0.0
4.886,3.984,2.856,2.629,251.907,1.538,5.979,677.001,25.929,3405.272,1.609
1.134,3.601,4.212,4.738,49.453,1.02,3.143,72.752,13.244,776.588,2.145
5.197,2.829,1.861,3.299,75.526,5.214,3.617,288.656,20.482,1404.615,1.609
5.685,1.264,1.548,4.421,243.058,5.174,2.212,989.632,29.781,4482.778,1.609
5.251,2.065,3.468,2.779,95.554,1.402,5.149,155.541,17.252,611.412,1.609
2.996,3.807,1.17,1.743,206.211,2.423,4.265,810.386,28.31,7202.676,0.0
4.458,3.485,4.3,3.387,328.415,4.737,4.44,711.761,26.828,2236.407,0.536
4.856,1.797,1.406,2.005,122.883,3.635,4.243,650.291,27.4,5283.262,1.34
1.103,1.064,2.148,1.915,380.422,1.54,4.398,2688.647,41.109,34176.606,1.34
3.131,3.047,1.679,1.869,213.336,3.296,5.515,370.129,22.531,5827.047,2.145
4.059,1.922,3.995,2.484,220.084,3.769,5.889,1733.222,36.768,10858.151,1.877
2.666,3.817,3.402,3.308,20.107,5.662,2.959,109.3,15.103,287.768,1.072
2.812,3.306,1.283,1.014,171.982,5.988,3.834,293.297,21.073,836.023,0.0
3.862,1.986,3.087,4.805,247.654,5.194,5.416,813.362,28.684,3872.195,2.413
2.53,1.012,4.893,1.095,49.161,3.81,3.194,232.925,19.299,647.695,1.34
3.902,2.527,3.81,2.813,146.267,1.235,2.803,373.244,22.647,2644.86,0.536
5.977,3.306,4.548,3.91,292.636,3.752,3.112,1006.113,30.745,2634.1,0.0
1.139,1.77,4.795,2.04,53.754,1.23,3.36,215.979,18.903,1773.993,3.217
4.998,2.975,1.26,1.05,309.108,5.294,2.146,766.577,29.48,7544.298,0.536
4.323,1.213,3.153,4.39,77.597,3.694,5.556,101.029,15.194,1071.249,2.145
5.429,1.817,3.122,1.422,367.177,1.805,3.091,1372.655,34.187,7828.512,2.145
2.996,1.102,1.522,4.805,218.975,4.326,4.716,590.537,24.8,5211.518,0.804
4.531,1.154,1.571,3.245,314.711,4.059,2.332,842.963,29.17,9003.841,1.072
4.08,2.549,1.104,4.689,244.924,2.832,3.236,304.746,20.755,3771.472,1.072
5.767,2.599,3.746,4.118,227.966,4.845,4.251,1311.017,32.049,3282.039,0.0
1.787,3.986,3.185,2.442,338.8,5.814,4.675,1207.802,32.829,5843.157,2.145
4.227,2.156,1.537,1.241,237.854,2.325,2.61,991.307,31.375,12390.171,0.536
2.867,1.887,3.604,1.814,44.923,5.455,5.778,144.902,17.098,474.392,0.536
5.1,3.446,3.358,3.267,253.841,4.594,2.499,1224.527,32.745,2398.039,0.0
2.994,1.076,1.926,4.904,326.082,5.715,2.832,745.561,27.589,5305.148,0.268
3.538,3.046,2.372,2.166,294.237,3.034,5.218,1107.119,32.132,10518.522,1.34
5.021,3.026,4.078,1.44,378.666,2.348,2.063,1297.527,32.72,3859.061,0.0
4.827,2.693,3.407,3.791,42.979,5.981,4.653,156.276,16.936,201.565,0.536
1.407,3.246,3.895,1.211,317.28,2.946,2.567,963.702,30.233,3739.125,0.536
4.79,3.702,3.949,3.565,64.418,2.603,2.147,110.571,15.47,379.481,0.536
5.652,1.448,4.448,2.211,306.679,2.162,4.94,728.322,28.413,3293.958,2.413
1.038,3.202,3.172,1.468,351.404,1.135,3.478,1784.956,36.622,16536.278,1.877
1.284,1.026,2.925,3.14,67.765,1.139,3.34,111.494,15.848,3079.315,2.145
3.03,2.394,3.678,2.663,297.997,2.658,5.696,1815.923,35.32,12169.576,0.536
3.334,1.179,3.582,4.249,17.3,4.897,3.706,126.061,16.282,507.314,1.609
2.125,2.524,4.909,2.802,273.663,1.974,5.048,2000.598,37.042,13210.375,0.804
2.177,2.996,1.185,3.374,240.105,1.878,5.314,695.344,26.33,3520.052,0.268
3.691,3.069,3.812,3.554,321.898,2.281,5.391,3333.187,44.45,42105.232,0.268
3.875,1.24,3.677,4.821,355.858,3.281,5.839,2093.481,35.894,8739.957,1.072
2.133,1.452,4.605,1.721,387.796,2.822,4.479,876.904,29.451,4500.981,1.072
4.499,3.713,3.369,1.887,192.292,2.376,5.711,384.846,23.169,2578.798,0.536
4.446,3.403,4.865,4.208,62.5,5.518,5.737,255.762,19.96,265.079,1.072
5.213,3.659,3.022,4.801,64.254,5.141,5.922,348.377,20.564,766.576,1.877
3.462,3.532,1.167,3.419,333.415,4.917,3.586,870.247,28.801,6917.004,1.609
3.823,1.502,4.7,2.383,12.635,1.068,2.894,63.103,13.195,301.449,0.536
5.447,1.815,4.905,1.486,217.716,1.048,2.686,975.646,30.357,3033.996,2.145
5.716,1.158,3.004,4.374,98.986,1.81,5.677,226.945,18.627,815.346,1.072
3.341,3.253,1.215,1.674,96.295,1.361,4.777,385.446,22.53,6678.474,1.34
4.86,3.206,3.673,2.214,64.617,2.72,5.211,263.132,20.675,592.467,0.536
3.608,1.641,3.341,2.754,190.871,1.577,2.738,678.742,26.06,1613.829,0.536
3.008,1.886,1.673,4.996,346.858,1.571,2.75,760.583,26.933,7093.844,2.145
5.842,1.764,3.924,3.24,214.917,3.324,5.049,913.01,29.78,2199.771,0.268
1.979,2.308,3.742,1.317,381.932,5.06,4.442,1579.648,34.404,587.152,0.0
3.437,2.551,3.643,2.693,251.081,1.56,2.813,2245.616,38.844,15724.321,0.268
2.397,1.527,4.508,1.486,138.27,1.735,4.326,1197.841,33.181,23525.838,1.34
3.323,3.996,1.824,2.391,60.552,4.045,4.03,232.588,19.277,1734.228,1.072
4.061,3.287,3.611,3.273,35.096,4.068,4.623,196.273,18.485,525.149,0.0
5.626,3.246,1.343,1.775,274.883,1.358,2.88,288.002,20.79,2678.99,2.145
2.584,1.996,1.592,4.622,390.951,5.734,2.886,335.713,20.692,2045.126,1.072
2.909,1.141,4.873,4.882,71.117,5.509,3.237,354.357,21.868,1682.894,2.413
2.538,3.422,4.453,1.978,43.135,1.702,3.847,235.131,19.4,743.072,0.0
4.425,2.532,1.206,3.734,202.435,5.1,5.07,1223.238,31.683,5142.307,0.268
3.989,2.559,4.234,4.968,290.564,2.499,2.156,565.793,24.358,851.319,0.0
5.855,3.168,4.848,3.554,274.801,3.222,2.528,840.077,29.339,1757.086,0.0
1.689,3.832,3.199,4.245,182.896,2.827,2.148,491.412,23.667,6736.79,1.609
5.063,2.736,3.168,3.192,210.084,1.93,3.251,1040.895,30.22,6839.65,1.609
5.287,2.478,2.071,2.079,237.601,1.439,3.078,1692.285,36.227,8543.485,0.0
2.798,1.897,2.403,4.275,135.233,1.783,4.264,669.902,26.747,3518.319,0.0
1.993,2.927,2.091,3.65,142.473,2.966,4.448,679.511,26.658,10388.382,0.536
4.428,2.37,3.042,1.307,163.315,1.932,2.411,315.263,20.988,1155.542,1.609
2.352,2.374,3.626,4.472,191.788,1.605,4.319,681.55,25.564,3150.918,0.0
5.069,1.024,3.906,1.582,122.959,5.393,5.164,459.46,24.763,1487.035,0.268
5.651,2.463,2.948,4.527,94.852,3.191,3.688,405.624,23.203,2466.329,0.268
2.635,1.307,4.876,2.522,277.723,1.128,4.791,952.782,30.123,3246.279,1.072
1.578,3.292,1.187,4.695,105.024,1.779,4.698,449.263,22.75,6120.017,0.0
2.241,3.524,4.461,2.381,125.782,3.203,5.807,672.169,26.98,1751.714,0.0
5.544,2.025,4.681,2.874,318.196,5.068,4.274,3484.696,44.722,7186.247,1.34
5.475,3.577,1.822,1.205,53.025,4.876,5.676,229.518,20.11,804.472,0.0
5.193,2.374,2.516,2.964,297.391,5.272,3.02,1714.06,34.955,2883.57,0.536
4.016,1.578,3.833,1.536,208.425,2.054,3.901,603.653,26.505,2587.779,0.536
4.495,2.689,1.151,1.838,229.51,1.883,5.973,529.485,24.108,2171.502,0.0
4.46,3.534,1.848,2.345,111.522,1.057,2.353,380.612,22.4,5444.014,1.072
2.005,3.189,2.24,4.035,164.987,1.878,3.194,893.863,27.877,6005.975,0.268
2.335,1.052,3.392,2.771,334.605,4.464,2.548,513.628,24.747,2988.014,0.536
4.923,2.295,2.768,4.037,358.239,2.832,3.541,2243.858,39.778,17914.944,0.536
1.545,3.275,4.538,4.853,377.707,5.748,2.134,1542.832,34.241,5967.447,1.072
4.097,2.029,4.09,1.453,144.674,5.226,3.983,573.008,26.781,1924.77,1.609
3.292,3.222,4.418,4.714,74.998,2.674,3.27,292.666,19.97,616.47,0.0
2.017,3.973,3.537,1.13,112.759,3.47,5.229,700.51,27.239,1359.968,0.536
1.662,3.366,2.664,4.459,123.387,4.463,2.542,541.987,24.839,2890.048,0.268
1.929,1.688,1.619,4.144,105.305,5.676,4.214,185.18,17.896,1343.486,1.072
5.224,1.914,3.669,4.205,287.053,5.14,5.064,1476.526,34.895,3235.592,1.072
1.474,2.176,2.681,3.377,160.073,1.702,5.125,1483.894,32.991,7429.585,0.268
1.532,1.875,1.759,4.65,239.96,4.527,2.326,527.293,24.115,6178.468,1.34
1.483,2.323,4.738,1.594,323.787,4.613,5.743,3844.554,45.952,3785.739,0.0
3.637,1.239,3.3,2.694,87.611,5.418,5.575,409.381,22.467,1097.33,2.145
1.843,1.656,2.552,4.161,173.307,3.596,2.995,535.106,24.117,2494.141,1.072
